lemma	pos	date	grouping	identifier	description	context	indexes_target_token	indexes_target_sentence	identifier_system	project	lang	user
mappe	NN	2012	2012-2019	2012-2019_mappe_310		I kartet kan du se at Google har lagret steder jeg har vaert i Oslo helt siden november 2006. Karl Philip Lund Google har en mappe for min aktivitet i hvert Google produkt jeg har benyttet.	124:129	0:188	14925	nor_dia_change_subset2	no	andrey
mappe	NN	1980	1980-1990	1980-1990_mappe_4		Registeret er ordnet Lov om vern mot smittsomme sykdommer slik at det er en egen mappe for hver pasient med relevante personlige opplysninger.	81:86	0:142	14914	nor_dia_change_subset2	no	andrey
mappe	NN	1980	1980-1990	1980-1990_mappe_9		Vedlegg ha fuUt regnskap med utskrift av konto med en redegjørelse for de avheridelser og anbringelser som er skjedd i det forløpne år, og med en oppgave over alle verdipapirer som advokaten har til forvaltning. Gjenpart av de årlige oppgåver som sendes klienten i medhold av denne paragraf, skal oppbevares i egen mappe. § 19 Styret avgjør hvor stor del av fondets kapital som til enhver tid skal holdes i kasse eller settes i bank til dekning av påregnelige utbetalinger.	315:320	0:473	14928	nor_dia_change_subset2	no	andrey
mappe	NN	1980	1980-1990	1980-1990_mappe_8		De dokumenter som er offentlige, stemples og legges i en tilsvarende mappe som for inngående korrespondanse.	69:74	0:108	14912	nor_dia_change_subset2	no	andrey
mappe	NN	1980	1980-1990	1980-1990_mappe_11		På kommunekassererkontoret må kontrollpapirer for vedkommende arbeidsgiver undersøkes og arbeidsgiverens mappe med oppgjørslister, årsoppgaver, korrespondanse, tidligere rapportgjenparter mv. gjennomgås. Følgeskriv	105:110	0:214	14910	nor_dia_change_subset2	no	andrey
mappe	NN	2012	2012-2019	2012-2019_mappe_355		Videoen ble publisert onsdag, mindre enn tre måneder etter at det som antas å vaere al-Baghdadi, sto frem i en video med en mappe med navnet «Wilayat Tyrkia»	123:128	0:156	14907	nor_dia_change_subset2	no	andrey
mappe	NN	1980	1980-1990	1980-1990_mappe_2		På nattskiftet ble patruljeringen lagt opp som vanlig bilpatrulje, men med inspeksjon av utvalgte steder til fots. Patruljen ble utstyrt med fotokamera, håndjern, mappe med diverse verktøy, lykter, alkotest og båndspillere.	163:168	0:223	14919	nor_dia_change_subset2	no	andrey
mappe	NN	1980	1980-1990	1980-1990_mappe_13		På nattskiftet ble patruljeringen lagt opp som vanlig bilpatrulje, men med inspeksjon av utvalgte steder til fots. I tillegg til det utstyret som er nevnt foran, ble patruljen også utstyrt med fotokamera, handjern, mappe med diverse verktøy, lykter, alkotest, samt båndspillere.	215:220	0:278	14920	nor_dia_change_subset2	no	andrey
mappe	NN	2012	2012-2019	2012-2019_mappe_291		Inntrykket er at mange ikke forstår hvor farlig den varme drikken er. - Noen reagerer først når de ser bilder som dette, sier Mørk og åpner en mappe med filer som dokumenterer skadene. Kinn, bryst, arm og mage Typiske skader er sår nedover kinn, hals, arm, bryst og mage, akkurat der den varme kaffen har rent.	143:148	0:310	14924	nor_dia_change_subset2	no	andrey
mappe	NN	2012	2012-2019	2012-2019_mappe_339		Under etterforskningen av saken glemte etterforskerne en mappe med bilder av Kim Walls lik på Madsens verksted.	57:62	0:111	14923	nor_dia_change_subset2	no	andrey
mappe	NN	2012	2012-2019	2012-2019_mappe_331		I en av videoene blir en gruppe mennesker av begge kjønn hengt, før videoen senere går over i seksuell aktivitet, ifølge rapporten aktor leser høyt fra. Det er også funnet 55 videoer av ulik pornografisk karakter i en mappe på en av harddiskene, blant annet en sexvideo Madsen selv har laget. Tidligere i saken har vitner forklart at Madsen ønsket å filme deres seksuelle omgang. En av kvinnene mener dessuten at Madsen delte sine fantasier om å lage en «snuff-film» , en film som inneholder både seksuell omgang og drap.	218:223	0:521	14915	nor_dia_change_subset2	no	andrey
mappe	NN	1980	1980-1990	1980-1990_mappe_12		"For hvert foretak føres en saerskilt mappe bestående av ett eller flere blad med fortløpende nummerrekkeføl ge. Hvilke opplysninger handelsregisteret krever for ulike typer foretak tilsvarer i hovedsak hva man forlanger i Norge. Det bør nevnes at ""firmaets art"" skal oppgis. Dette forstås i Sverige dithen at anmelderen har frihet til å velge mellom en generell formålsbestemmelse eller en presisert angivelse av bransjen."	36:41	0:421	14909	nor_dia_change_subset2	no	andrey
mappe	NN	2012	2012-2019	2012-2019_mappe_279		– Du må finne ut hva e-posten er og om du må gjøre noe med den nå. Svarer du nei på det siste spørsmålet, må du fortsette å spørre deg selv om du kan slette den eller om det er arkivverdig. Er e-posten noe du kan gjøre «Engang/kanskje», kan du sortere den i en egen mappe. Fakta: Spam-mail i innboksen	266:271	0:301	14922	nor_dia_change_subset2	no	andrey
mappe	NN	2012	2012-2019	2012-2019_mappe_167		I noen tilfeller krever det imidlertid at du «rooter» telefonen. Som iPhone-bruker må du gjemme unna apper som Aksjer, Vaeret, Kompass og Aviskiosk i en egen mappe på hjem-skjermen hvis du ikke bruker dem. Ikke minst får du som Android-bruker valgfrihet til å velge akkurat hvilke apper du ønsker å bruke som standardvalg: Nettleser, videoavspilling, meldingsapp, ringe-app og så videre.	157:162	0:386	14913	nor_dia_change_subset2	no	andrey
mappe	NN	1980	1980-1990	1980-1990_mappe_7		I stedet har følgende ordning vaert praktisert: Inngående korrespondanse blir vurdert i postmøter med sikte på om dokumentene er offentlige. Dokumenter som er offentlig tilgjengelige, påføres et stempel, og det tas gjenparter av dem. Gjenpartene samles samme dag innen kl. 11.00 i en mappe og stilles til disposisjon for pressefolk eller andre interesserte.	283:288	0:356	14918	nor_dia_change_subset2	no	andrey
mappe	NN	2012	2012-2019	2012-2019_mappe_200		Også det øvrige materialet fra okkupasjonsårene inneholder opplysninger som ikke kan frigis før klausulene opphører. Under Aftenpostens besøk i Riksarkivet gikk en medarbeider gjennom en heller spesiell sak: I mappen ligger detaljert informasjon om en jødisk forretningsmann som under hele krigen handlet med tyskerne - i Norge. En annen mappe rommer bilder av samtlige tyske offiserer som en norsk kvinne hadde et forhold til. Rådgiver Jon Barstad fastslår:	210:215	0:458	14921	nor_dia_change_subset2	no	andrey
mappe	NN	1980	1980-1990	1980-1990_mappe_5		For det enkelte pensjons- og stønadsområdet er det laget en mappe som inneholder forskjellige informasjonsbrosjyrer.	60:65	0:116	14927	nor_dia_change_subset2	no	andrey
mappe	NN	1980	1980-1990	1980-1990_mappe_15		Det finnes heller ingen spesiell mappe til dette bruk.	33:38	0:54	14908	nor_dia_change_subset2	no	andrey
mappe	NN	2012	2012-2019	2012-2019_mappe_159		Ønsker du å slette en mappe igjen, trykk og hold, og dra den opp øverst til skjermen hvor det står Fjern. Til slutt	22:27	0:115	14911	nor_dia_change_subset2	no	andrey
mappe	NN	2012	2012-2019	2012-2019_mappe_335		FBI ble varslet, og saken ble sendt videre til føderalt politi i Australia, som søkte gjennom guttens hjem i fjor. Det ble funnet en mappe med navnet «hacky hack hack».	133:138	0:168	14916	nor_dia_change_subset2	no	andrey
mappe	NN	2012	2012-2019	2012-2019_mappe_135		Det betyr ikke at jeg kan la helt vaere å kikke i den. Men å redusere antall avbrytelser pr. time fra 5 - 10 til 2-5, gjør at jeg får konsentrert meg mye bedre om det jeg faktisk skal gjøre. Gradvis trener du også Sanebox til å kjenne deg enda bedre, ved at du flytter de få e-postene som blir sortert feil til riktig mappe.	317:322	0:323	14917	nor_dia_change_subset2	no	andrey
mappe	NN	1980	1980-1990	1980-1990_mappe_6		solkafe, foreldrekaffe, besøk på arbeidsplasserog i bassenget osv. har stort sett vaert foreldrenes ansvar. ~/v Postmappa vår er kommet for å bli. Ei god, solid mappe der all post til og fra skole /hjem skal formidles.	160:165	0:217	14926	nor_dia_change_subset2	no	andrey
